#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
2097200,-51071.73046128814,294.42357824509435,32.528204326336706,1.0178933381143298
2097300,-51017.75565398778,299.5313230653959,32.49666385292184,1.0188812806894592
2097400,-51153.770719082306,305.52860834232,32.4796696860497,1.019414384587199
2097500,-50993.401006537,298.77587610061977,32.39445392150034,1.022096021894181
2097600,-51126.76495314843,303.24527972796204,32.20962420696753,1.027961154462569
2097700,-51211.941601869825,303.90876029678935,32.25277025614843,1.0265860024314644
2097800,-51020.06860365834,291.86377596080814,32.38443476555655,1.02241223983984
2097900,-50928.57872631839,300.4398132191985,32.17327224915053,1.0291226278817214
2098000,-51029.50480354448,299.7592827941532,32.22375171428174,1.0275104766874559
2098100,-51145.33014525282,296.4943639207425,32.21090799456389,1.0279201843731862
2098200,-51166.60930886911,298.9782668537531,32.29633525673717,1.025201225507247
2098300,-51288.795856316494,293.7725384928369,32.073060108938506,1.0323381171655739
2098400,-51239.72470156622,292.3425400504381,32.342768565973,1.023729382259325
2098500,-51227.29771208322,293.89299059577354,32.17332503811434,1.029120939330193
2098600,-51292.553193967055,300.3387462113601,32.092631446934725,1.0317085571293134
2098700,-51160.98393536124,292.36108162926996,32.37101558043717,1.0228360739046267
2098800,-51235.02963207487,300.7944761655121,32.420317960232374,1.0212806217759418
2098900,-51146.02646311029,298.9043338610107,32.38666216694735,1.0223419231633868
2099000,-51075.38868529525,290.18113717858137,32.53308300138635,1.017740694393732
2099100,-51173.032948081855,296.9881087381314,32.25384332309877,1.0265518485013465
2099200,-51313.21368485079,303.81444090445615,32.19153753972517,1.0285387097072012
2099300,-51298.016513519615,292.95668567868347,32.046063687508436,1.033207785126703
2099400,-51282.32986929802,299.50522039304525,32.279436202627814,1.0257379427805622
2099500,-51273.7236683875,302.1803271388266,32.23973295381864,1.0270011396194927
2099600,-50961.73368710144,302.2959295496078,32.386425802305624,1.0223493844832579
2099700,-51118.912721913344,311.95108568348553,32.5053013051227,1.018610539056342
2099800,-51153.0638190642,305.7688432547312,32.4267608030658,1.0210777044825716
2099900,-50908.14810512547,297.6942028822064,32.41059785056667,1.0215869092344112
2100000,-51132.00529226477,306.06280168521323,32.41059785056667,1.0215869092344112
2100100,-51003.311706846136,300.4291750233565,32.406918472773,1.0217028969421378
2100200,-51185.84297155855,297.1289925816202,32.31996952912011,1.024451537764221
2100300,-51442.35107241341,295.35296105966773,32.32847461593667,1.0241820215135609
2100400,-51361.887201836835,308.299900271215,32.32847461593667,1.0241820215135609
2100500,-51179.31379331533,299.141019899231,32.25513992101292,1.0265105829855623
2100600,-51076.612515661596,298.7256684259922,32.132655901974154,1.0304234603453877
2100700,-51084.53139628132,293.25481756555104,32.132655901974154,1.0304234603453877
2100800,-51228.33807740612,294.05183574365526,32.0883273682224,1.031846942492536
2100900,-51209.40467068058,296.15705260792976,32.3464734618208,1.0236121264866958
2101000,-51021.490531602125,298.3936001765502,32.45136021711782,1.020303687212916
2101100,-51404.09066235564,305.59502704202225,32.36110205472726,1.0231494103200096
2101200,-51080.75972331279,304.1073375074814,32.40245926000682,1.021843503263551
2101300,-51300.09694911122,302.3900497112577,32.53877292298402,1.0175627262579459
2101400,-51248.77126093932,292.29333433797825,32.24016679222508,1.0269873198231902
2101500,-51278.161391495836,290.5944606944042,32.434583507070215,1.0208314368329212
2101600,-51425.0029461129,297.29511033099425,32.4343550545691,1.0208386270944376
2101700,-51097.91500548783,291.9702804741849,32.49785119724407,1.018844054754233
2101800,-51151.42198406342,299.74712140733794,32.37141471433726,1.0228234625141472
2101900,-51175.84240379605,299.44546126451144,32.30463437906206,1.0249378493526595
2102000,-51414.932238149246,301.99337878319216,32.23890908992757,1.0270273845880387
2102100,-51614.307593180754,300.901269132951,32.129912891089845,1.0305114301689213
2102200,-51214.62902387459,296.49275368494716,32.36709358900006,1.0229600131861192
2102300,-51281.52244430636,302.77075825296316,32.376852993943594,1.0226516607649745
2102400,-50949.524262351326,298.17916475440575,32.244207770298885,1.0268586135057318
2102500,-51344.00476475927,310.80332089051444,32.244207770298885,1.0268586135057318
2102600,-51172.17975424571,308.51278158046097,32.20386364351823,1.0281450341212102
2102700,-51147.67763845162,308.58672001853796,32.22029271840588,1.0276207846394143
2102800,-51240.83125606419,298.8972853334862,32.269693668938864,1.0260476230200493
2102900,-51198.593323185734,299.51822624258364,32.28590865085932,1.0255323101683431
2103000,-51304.69088621722,300.4170037333033,32.28590865085932,1.0255323101683431
2103100,-51435.59330098525,300.4555535018505,32.34152679612405,1.0237686888847786
2103200,-51235.50700184184,300.6628643980671,32.339806580364026,1.0238231450865762
2103300,-51010.35715299203,297.66351379347066,32.226852057822775,1.0274116263416626
2103400,-50986.226825092235,298.46307694287157,32.258576898112686,1.0264012138284067
2103500,-50813.727113206965,308.26430440897633,32.258576898112686,1.0264012138284067
2103600,-50637.597878990695,303.4681701020574,32.51182422154079,1.018406173058188
2103700,-50651.6971194176,303.026506105169,32.35603021839414,1.023309789894341
2103800,-50603.347496139606,304.3387417959283,32.22239492935494,1.027553741960877
2103900,-50586.85089013186,308.9292410569519,32.29128062699493,1.0253617026548116
2104000,-50915.76377505411,310.9964648232308,32.124707152174935,1.0306784223045655
2104100,-50676.524075358604,302.9001900667038,32.1741327611774,1.029095103522169
2104200,-50499.323451425735,308.7511710799179,32.124214263615166,1.0306942362198566
2104300,-50675.210624868814,308.82792177207926,32.29665347270258,1.025191124293572
2104400,-50608.01212824363,296.30926678334873,32.29665347270258,1.025191124293572
2104500,-50858.85064083669,300.47098879648934,32.324034878909295,1.0243226938912735
2104600,-50957.32529297398,298.8223563973891,32.01223906165922,1.0342994884183436
2104700,-51148.07122385073,298.40752245895095,32.01223906165922,1.0342994884183436
2104800,-51241.276070667926,295.5723429900432,32.139965640579895,1.0301891064499114
2104900,-51195.721848086665,300.4692163643349,31.875684029557608,1.0387304145033396
2105000,-51317.813197364725,295.78400006571826,32.14931608750751,1.0298894817692792
2105100,-51662.3662475693,300.47974378845714,31.977823826956396,1.0354126241914205
2105200,-51503.94587578969,297.0805201181672,31.977823826956396,1.0354126241914205
2105300,-51353.26367602861,299.16404570998026,32.183129286872024,1.0288074285587268
2105400,-51189.80264567612,296.34197709172355,32.183129286872024,1.0288074285587268
2105500,-51067.03233336957,301.5063376265736,32.086046862506024,1.0319202806903163
2105600,-51027.66013118508,295.94645514813755,32.232215468242224,1.0272406660107722
2105700,-51142.65892795976,300.7330818339785,32.180427555691004,1.0288938028340278
2105800,-51360.78853298865,306.8606356259866,32.64999352922366,1.0140964485939101
2105900,-51271.90149241779,306.7609041343463,32.3083678380743,1.0248194105794655
2106000,-51180.809979017526,308.19224018886706,32.51208161486163,1.0183981104877886
2106100,-51146.9930224728,301.1979366743389,32.487699889542576,1.019162409070938
2106200,-51408.700300192846,301.73240177510735,32.419606035162005,1.0213030487998156
2106300,-51197.482300759184,298.4944981034978,32.32253588146114,1.0243701981189697
2106400,-51165.47789681361,303.5761714799926,32.36325179556592,1.023081447246172
2106500,-51220.051618983394,291.61074259710597,32.42267302705257,1.0212064396101332
2106600,-51293.49632320009,303.97974552414684,32.29468914300398,1.0252534817097798
2106700,-51179.15569981728,300.2686169102361,32.198776090732935,1.028307485703758
2106800,-51187.109393579995,304.47478516630116,32.198776090732935,1.028307485703758
2106900,-51085.93657687541,303.2200543416937,32.198776090732935,1.028307485703758
2107000,-51112.308187709845,299.13019530945013,32.06085161302711,1.0327312226212466
2107100,-51126.09165319068,297.4891835526335,32.077069100405154,1.0322090955679506
2107200,-51413.13411235787,303.1560984045796,32.077069100405154,1.0322090955679506
2107300,-51400.01969143252,298.84960108414174,32.3506117491858,1.0234811861149171
2107400,-51094.15620975076,299.892839642928,32.3506117491858,1.0234811861149171
2107500,-51083.331372033535,303.1908406599911,32.42646222432852,1.021087106436123
2107600,-50962.350896520045,301.03265832643314,32.53709601434859,1.0176151697741713
2107700,-50965.60217799965,299.52605272260166,32.52430772633517,1.0180152876179513
2107800,-51031.8605564649,301.3580826281969,32.48645491851084,1.0192014662004127
2107900,-51196.27771183157,300.5840931994317,32.654739340370476,1.0139490669174092
2108000,-51237.08584763462,293.46776802741874,32.584201714358706,1.0161440435107958
2108100,-51370.13069120524,298.8168379830079,32.57519358020755,1.0164250414375864
2108200,-51399.47463307822,293.2871771471475,32.33181314942508,1.0240762660472265
2108300,-51471.140941430756,300.5980346196249,32.33181314942508,1.0240762660472265
2108400,-51148.98200234876,290.16338147133047,32.33181314942508,1.0240762660472265
2108500,-50961.77625992204,290.5871442155585,32.43972536722708,1.0206696298992153
2108600,-51195.25543863122,302.9596514381744,32.061676102055245,1.0327046651961342
2108700,-50862.21743354158,302.0236651122828,32.047773183342784,1.0331526716436357
2108800,-51296.95534981664,310.0519560290739,32.17790040010889,1.028974609060814
2108900,-51167.07823673132,301.98370363594194,32.10012921860024,1.0314675763178645
2109000,-51143.85775788863,303.54375477654384,31.884897539965433,1.0384302613203802
2109100,-51036.73686613689,307.6003797306944,31.884897539965433,1.0384302613203802
2109200,-51013.52382763952,303.4017318110736,32.20609671667857,1.0280737456598723
2109300,-50953.926869811316,302.983544027277,31.891515024076977,1.038214787212297
2109400,-50915.490561400264,306.0154906665676,32.01009014062526,1.0343689236469331
2109500,-50926.389766896966,300.50976911430405,31.93385035569801,1.0368384055100934
2109600,-51193.62511490636,308.915200798586,32.015379086935866,1.0341980457170583
2109700,-51486.16764486856,299.56975077506246,31.689977857514783,1.0448174698471202
2109800,-51408.01231802329,292.97642799158433,31.756988594506975,1.0426127901285627
2109900,-51386.90177968756,289.3736321046492,31.890215250709897,1.038257102509297
2110000,-51409.81278878101,297.4084199936498,31.890215250709897,1.038257102509297
2110100,-51411.84697304512,297.8356716868043,31.970356150743616,1.0356544771813474
2110200,-51426.76666711203,304.44843022457,32.18416559159414,1.0287743017717876
2110300,-51289.672230566015,303.9143483604943,32.074305553943496,1.0322980314854857
2110400,-51135.190490020614,302.260875994347,31.946041439009115,1.0364427325937524
2110500,-51231.12160156697,305.77370082021577,32.10622539131758,1.031271726309932
2110600,-51153.18792740749,301.4778150431031,32.06965744176181,1.03244765070309
2110700,-51098.293682424475,296.1002086527517,32.06965744176181,1.03244765070309
2110800,-51014.99302217675,301.2157960343479,32.22612679361576,1.0274347487256594
2110900,-51005.71192849087,300.66109092294334,32.06619971901271,1.032558980319957
2111000,-50924.56509664435,304.80221361945365,32.06619971901271,1.032558980319957
2111100,-51435.196803592364,303.54176697421076,32.0039985114514,1.0345658050431614
2111200,-51107.15232633152,293.9206930255724,32.03064083593976,1.0337052778366127
2111300,-51283.05722928373,298.32758903201244,32.134119213960076,1.0303765372917308
2111400,-51351.187434722735,299.7987290921835,32.15156705892156,1.0298173779188247
2111500,-51161.71402533101,284.5647191626691,32.2565188670765,1.0264667002983614
2111600,-51348.480208938774,298.15937149302283,31.937913341883277,1.0367065039649659
2111700,-51076.64773329313,302.28408159904853,31.937913341883277,1.0367065039649659
2111800,-51092.43896239771,304.69362119952183,31.94764942902516,1.0363905663281272
2111900,-50772.85774892432,301.15795125142796,31.953838199906826,1.0361898397763183
2112000,-50968.438047223884,298.4192801499528,31.914811063240762,1.0374569480919151
2112100,-51223.07848138902,302.26451013450975,31.812613313783654,1.0407897697060293
2112200,-51281.45631586852,306.8981633295386,31.812613313783654,1.0407897697060293
2112300,-51233.548235723385,301.6873779707677,32.03809790479569,1.0334646764296103
2112400,-51301.80205186098,302.11431697843767,31.92399816198514,1.0371583883884348
2112500,-51068.837672665155,294.83179702984324,31.93367640371274,1.0368440534692185
2112600,-51164.13452272251,311.58375438210703,31.93367640371274,1.0368440534692185
2112700,-50931.53805690456,295.86882757508323,32.098618910452444,1.0315161090565796
2112800,-51148.365721130125,304.6786219977213,32.136382335683855,1.03030397568536
2112900,-51114.25956653676,303.6122917205348,32.17435112583042,1.0290881191390393
2113000,-51102.875941359,299.6972051412235,32.17435112583042,1.0290881191390393
2113100,-51211.022308373555,297.488129730698,32.2474430024559,1.0267555936784893
2113200,-51159.16084305685,304.4059467607951,32.34312240036708,1.0237181826397834
2113300,-51189.60932598221,300.2174966003858,32.41149296688829,1.0215586958127911
2113400,-51051.35516412684,290.7412503403389,32.38068419847194,1.0225306630847022
2113500,-50955.920050399065,300.4941065822699,32.3008749542599,1.025057139519783
2113600,-51155.47642435365,306.3106339876691,32.522018110341115,1.0180869579576213
2113700,-50919.70257038029,297.4390856800184,32.52758428102227,1.0179127413380502
2113800,-50925.66932315711,306.4516101340212,31.999608082052895,1.034707750160536
2113900,-50912.45847917131,303.3117231403902,32.118976401656624,1.0308623186040295
2114000,-51002.045446977296,299.6565526184968,32.118976401656624,1.0308623186040295
2114100,-50989.19657043275,295.27608166686514,32.404191195945586,1.0217888878751773
2114200,-51138.682733014175,303.59705829480436,32.40778246698134,1.0216756582569084
2114300,-51329.641000101816,304.15544715658973,31.902195807873397,1.0378671952238572
2114400,-51100.87251491813,295.472228727747,31.796167051264003,1.0413281082344676
2114500,-51290.264510427805,301.5719944624667,31.805002365549353,1.04103883106339
2114600,-50984.87686486129,297.57653199922083,31.83075390888035,1.0401966154927467
2114700,-51035.10415837271,298.5294774211407,31.917725886797204,1.0373622043760937
2114800,-50943.22980718175,296.5372622218371,31.732517526882805,1.0434168186167354
2114900,-51346.435060229385,306.8091253285371,31.644432081871756,1.0463212738005756
2115000,-51342.479035470074,307.4118870455429,31.797274485183824,1.0412918409100698
2115100,-51161.650712876486,299.8165019476297,32.12595607140561,1.0306383539529997
2115200,-51276.56044452432,293.9121732915333,32.03686062618403,1.0335045893210442
2115300,-51419.35548174562,297.4007904236985,31.869253370550624,1.038940012168468
2115400,-51486.23211841992,304.16947184461253,31.908752744244833,1.0376539236737081
2115500,-51217.51404837056,299.3831305157606,32.01181655612751,1.0343131395416574
2115600,-51224.484201529194,296.03657055318484,32.03482970152101,1.0335701108168456
2115700,-51222.76872495953,299.2636129367743,31.93381946735523,1.0368394084035966
2115800,-51332.21998038297,299.3905078452179,31.873814273984845,1.038791347655689
2115900,-51108.417309041986,298.5403200536279,31.873814273984845,1.038791347655689
2116000,-51003.42992124211,295.05078802489356,32.0091212371303,1.0344002335869271
2116100,-51196.541492458644,295.13942011040484,32.00715885106143,1.0344636535429899
2116200,-51042.5278026173,290.1117333154183,31.983950259324615,1.0352142939237745
2116300,-51227.37329673545,304.74153944548937,32.13442083882307,1.0303668658187812
2116400,-51283.77157969105,295.4111589866466,32.09626611396496,1.0315917236925487
2116500,-51167.08716304094,292.95591759831143,32.25335995988195,1.0265672328645368
2116600,-51359.67008574424,296.6835459734069,32.15047189363556,1.0298524573492895
2116700,-51178.743584568445,301.8213256831097,32.12680381865013,1.0306111579446575
2116800,-51335.356045151755,299.3197000433272,32.208634677670716,1.0279927359837513
2116900,-51322.071128980555,291.13777135921043,32.15274609347342,1.0297796147284848
2117000,-51303.39319340192,297.9945010068208,32.15274609347342,1.0297796147284848
2117100,-51128.6276755329,290.82803497094096,32.15274609347342,1.0297796147284848
2117200,-51452.65223489293,295.6090873298559,32.143462396228706,1.0300770363955742
2117300,-51341.81919911092,297.4616168301267,32.437412552771114,1.0207424044915463
2117400,-51258.5594160636,303.4970360928867,32.13482765752591,1.0303538216376742
2117500,-51031.67525160975,297.41048166944364,31.949140993553762,1.0363421818220517
2117600,-51123.52598026031,302.40235515037557,31.802709685147583,1.0411138803075926
2117700,-50954.592707084674,301.37176907274585,31.89368465538141,1.0381441605873902
2117800,-51271.57714131609,307.0307790904304,31.80294789439245,1.0411060821955411
2117900,-51016.58866468961,298.52348301388895,32.05909985924207,1.0327876524909592
2118000,-51158.65301313959,302.4321046918384,31.90256857361417,1.0378550682588148
2118100,-51107.257956955465,292.90862570320496,32.215964479742624,1.0277588462521292
2118200,-51076.69981313954,309.58498038069564,31.939536375647776,1.0366538228727917
2118300,-51005.73139362051,304.28035079404384,31.939536375647776,1.0366538228727917
2118400,-50765.52234065972,295.58003682850836,31.921166548702175,1.0372503910245106
2118500,-51080.14277251444,301.03224418666315,31.9694937749852,1.0356824139175842
2118600,-51140.16902778208,302.7916682988196,32.041923429090666,1.033341289822173
2118700,-51171.6830184538,303.29119999233603,32.03903461228892,1.0334344615957953
2118800,-51335.51190727454,303.40966711571457,31.920352396866043,1.0372768468511846
2118900,-51298.018491468065,297.50350481104334,32.23462125987195,1.0271639991569546
2119000,-51291.431409024415,292.5034481122547,32.06031147472983,1.0327486216313773
2119100,-51500.71998868546,300.83307054990956,31.923097183457998,1.0371876605305395
2119200,-51039.69227406648,293.63291629457916,32.12152311406097,1.0307805880508225
2119300,-51133.579887509324,303.0530115818389,32.12152311406097,1.0307805880508225
2119400,-51036.69198729499,299.77697308508175,32.156404956341355,1.0296624429737566
2119500,-51195.921300568145,296.68196075908554,32.156404956341355,1.0296624429737566
2119600,-51281.04107374898,300.39671098639565,32.156404956341355,1.0296624429737566
2119700,-51040.85903454785,299.75178827655856,32.19941922871144,1.0282869467122642
2119800,-51544.910463934546,306.18481934228527,32.19941922871144,1.0282869467122642
2119900,-51412.19287212016,298.076116650029,32.114200563444484,1.031015622487242
2120000,-51082.748840495624,294.1571272697597,32.30954300889599,1.0247821355902
2120100,-51452.605448573435,311.19447251773704,32.235197048252566,1.0271456518487367
2120200,-51288.234596342554,302.76473511670497,32.245588764774354,1.0268146358291979
2120300,-51005.064705769626,299.45143890952454,32.10586682446758,1.031283243826541
2120400,-51110.712391835616,297.930648606048,32.10586682446758,1.031283243826541
2120500,-51265.27855696707,306.84762434351956,32.14382262232441,1.0300654926338553
2120600,-51207.172764370254,293.1458514769787,32.42130942892669,1.0212493902253834
2120700,-51069.57338221537,297.72974442911044,32.349597828706884,1.0235132646755187
2120800,-51192.533937216715,308.91570141364355,32.25549408820412,1.0264993118399734
2120900,-51365.73148315397,313.4943624500984,32.383243025638016,1.0224498657650276
2121000,-51196.64979370204,303.3822187113827,32.47067625929494,1.019696732528687
2121100,-50889.63417939407,300.95216025863385,32.4702451743357,1.0197102703360554
2121200,-50971.60422430462,301.08105119225866,32.43817927340566,1.0207182778518393
2121300,-50903.229622570434,293.93519949834774,32.448658595966215,1.0203886359948293
2121400,-50987.810536450954,303.06525687785967,32.448658595966215,1.0203886359948293
2121500,-51180.0830219902,303.9753826371012,32.189480218125574,1.028604446553188
2121600,-51292.53678928426,308.3948920066,32.249058579602185,1.0267041564289998
2121700,-51036.069825097926,304.526776671483,32.371481563046714,1.0228213503331423
2121800,-50914.61385147047,304.0641181398711,32.371481563046714,1.0228213503331423
2121900,-51080.24959727055,296.9170094373435,32.16601562434935,1.0293547970403811
2122000,-51304.25457276114,291.7989927898534,32.11403465546601,1.0310209489346829
2122100,-51505.346659912684,297.3105687804241,32.07961934899007,1.0321270375560807
2122200,-51481.605175254146,296.96923579383696,32.2671870572287,1.0261273294717608
2122300,-51491.91284113625,301.4084787735214,32.06154369265912,1.0327089301124588
2122400,-51183.76648460691,301.83982701819616,32.18406262153625,1.02877759324405
2122500,-51084.30993799837,303.35016895553,32.24602842882257,1.0268006355475647
2122600,-51096.352454077605,297.2419574603587,32.42871093065724,1.0210163011227904
2122700,-51344.05195291258,300.1929080201772,32.37095416024715,1.022838014619309
2122800,-51195.31187761268,296.36774045224865,32.290134716078626,1.025398090646951
2122900,-51142.68651435706,304.87823999505787,32.33468836860527,1.0239852045937017
2123000,-51292.71650919836,307.82296503043665,32.42546244637142,1.021118589730555
2123100,-51073.957340408655,295.36830485533875,31.994026582223583,1.034888259516433
2123200,-51251.944766580906,304.7932713433422,32.06470741491625,1.0326070360210813
2123300,-51056.40489678189,300.00444534448314,32.31303219366514,1.0246714788682383
2123400,-50953.70302286826,294.45108383491277,32.20167705073484,1.0282148483271087
2123500,-51200.57991027306,296.8038781526619,32.097589042797836,1.0315492057815239
2123600,-51594.97071680163,306.6224314656209,31.96215420432025,1.0359202409493544
2123700,-51250.508053394835,301.66285022408493,32.2707658314463,1.0260135336588612
2123800,-51456.163078015576,303.4119970766561,32.083582969516385,1.031999528109405
2123900,-51158.761466480246,298.7398716431632,31.91362096327062,1.0374956361957934
2124000,-51242.47626336748,307.94804739170337,32.110681961850965,1.0311285983878018
2124100,-50921.956619926736,298.5217812490129,32.02035550800955,1.034037316553768
2124200,-51172.22137906652,309.78150408197916,31.970698434235338,1.0356433892962518
2124300,-51036.87799426841,296.97443639713475,32.02061445393201,1.0340289544485628
2124400,-51183.518786465895,296.68670658363783,32.34794567367426,1.0235655401000001
2124500,-51231.320144842626,304.486615082368,32.451938170372195,1.020285516099888
2124600,-51143.05851276698,305.995834432184,32.15129931080411,1.0298259539848051
2124700,-50944.16197836975,299.34221076753255,32.01296006518338,1.0342761936785052
2124800,-50948.380799555,298.4657142241682,32.157398899854506,1.0296306174424343
2124900,-51114.32195474952,303.59557040125765,32.157398899854506,1.0296306174424343
2125000,-51071.69587964269,300.52991757645196,32.31192142754262,1.0247067033400479
2125100,-50967.458344890096,289.46884950248165,32.24660239697588,1.0267823591766978
2125200,-51260.80139885416,307.02580645840476,32.159328581585065,1.0295688356988677
2125300,-51010.8416162332,299.35731028496485,32.26777086879521,1.026108764042928
2125400,-50838.95014609453,299.0351056353044,32.03283896540659,1.033634343816881
2125500,-50950.87433720671,303.64441508190066,32.05452777155764,1.0329349638393042
2125600,-50897.60462402117,294.1790098200203,31.976482733090634,1.0354560494027054
2125700,-51289.190742014,309.8455767440789,31.958146373072783,1.036050154413768
2125800,-50986.44357763756,301.6507354478097,32.14227532240987,1.0301150790502722
2125900,-51075.12459337106,299.44405380223355,31.918982018041998,1.0373213802960415
2126000,-51225.79771448156,305.83322850608,32.09491546276286,1.0316351361951706
2126100,-51035.20287546693,290.6378176135972,32.350795284406736,1.0234753796163762
2126200,-51011.766166477566,296.72764637601784,31.987926284582908,1.0350856191811928
2126300,-51030.820032611846,300.12293640353766,31.978438039350163,1.0353927369390894
2126400,-51016.70498784905,305.9832669307625,32.3351883970675,1.023969369778054
2126500,-51107.97021947539,302.9038664565003,32.3351883970675,1.023969369778054
2126600,-50874.61463795392,299.7692908540833,32.3351883970675,1.023969369778054
2126700,-50789.77361422633,298.11301670092365,32.50626733870826,1.0185802676018842
2126800,-51000.18207705618,301.1674098877609,32.3397683339218,1.0238243559051685
2126900,-51038.54422028802,300.52534802625587,32.48578167458434,1.0192225884010073
2127000,-51355.40023448815,305.780417367009,32.48578167458434,1.0192225884010073
2127100,-51134.680473606866,299.7237359950871,32.226685609683834,1.0274169328368823
2127200,-51117.88929217553,296.54366879041163,32.05335651829587,1.0329727080438742
2127300,-51340.615285932545,301.2014817689573,32.05335651829587,1.0329727080438742
2127400,-51368.57414093594,302.3301488065238,31.896526708776356,1.0380516595711202
2127500,-51379.7191378919,300.66720576680143,31.887549478033588,1.0383438999415286
2127600,-51034.81373308048,289.3204095630531,31.936209488872237,1.036761814082435
2127700,-51288.69957963889,303.4611597031431,31.72659031605659,1.0436117513656364
2127800,-51546.77603767237,303.34724795867857,31.501077059468006,1.051082870026763
2127900,-51367.16934770733,296.63332316599366,31.822388340723347,1.0404700656056174
2128000,-51436.231282229026,311.15369812840925,31.944790448345213,1.036483320751131
2128100,-51307.64342714959,301.11293592262666,31.941523702200357,1.0365893247077311
2128200,-51495.94946789624,305.25126515262536,31.784611370684534,1.0417066956853835
2128300,-51568.06600899833,308.40395272753307,31.92928412294009,1.0369866846094205
2128400,-51615.82423448929,296.61500214697264,31.975155875694902,1.0354990172156677
2128500,-51697.74192662161,296.22677235169124,31.87063682105508,1.03889491353765
2128600,-51507.00099099546,299.42382841040535,31.740024879244988,1.0431700230408723
2128700,-51185.59703164219,293.07231815944044,31.737125195416663,1.0432653329729276
2128800,-51485.66389297304,305.1433238403954,31.898958158113132,1.0379725356697471
2128900,-51245.820019500556,295.5779747998122,31.778156573563212,1.0419182877380881
2129000,-51305.09108762434,304.29161319745356,31.78278493222368,1.0417665586954372
2129100,-51264.51459180294,308.0651341987835,31.896480747908083,1.0380531553397587
2129200,-50898.70274317097,294.69058897851664,32.00815218619578,1.034431550187373
2129300,-50666.29991439121,308.33296241028046,32.2868888995863,1.0255011744108953
2129400,-50898.75952215118,310.000151447509,32.40351940457847,1.021810071652943
2129500,-50777.05640685881,305.63565310855387,32.1589050170612,1.0295823961367447
2129600,-50923.38882460011,308.0472984774768,32.14968366290038,1.0298777067846525
2129700,-50646.52401064971,299.28407757689575,31.826220667553187,1.0403447783027449
2129800,-50831.78260902377,310.65312930865247,31.952848432438593,1.0362219366642216
2129900,-50883.740839541846,312.9427897577402,32.296220525196944,1.0252048675097394
2130000,-50899.95526680773,298.00724106861645,32.39806899683754,1.0219819733031568
2130100,-50800.884579200654,296.892738218824,32.45052122585584,1.0203300666313604
2130200,-51014.01628334017,295.6536996249742,32.182772492344256,1.0288188344393334
2130300,-51159.569047936115,299.95499263837957,32.182772492344256,1.0288188344393334
2130400,-50944.27805495603,300.5692556755057,32.218962004558925,1.0276632276333053
2130500,-51354.59854852469,307.27480548166744,32.051148684730244,1.0330438640526534
2130600,-51013.304938943395,291.27974006305794,32.051148684730244,1.0330438640526534
2130700,-51224.04576872501,302.87932055385426,32.20557352530253,1.0280904470956422
2130800,-51275.63476733493,310.2133766093212,32.370699858079696,1.0228460499699568
2130900,-51081.3691977562,300.2025448160036,32.27234277078362,1.0259633990555774
2131000,-51139.55539215122,304.5559339355979,32.156737822657455,1.029651784556037
2131100,-51212.09945348676,303.1096461510384,32.156737822657455,1.029651784556037
2131200,-50872.49894934968,286.8001251232659,31.857275049357003,1.0393306531491349
2131300,-51188.20098323605,302.74846225525863,31.857275049357003,1.0393306531491349
2131400,-51372.12772085675,304.40662978381476,31.85853153963665,1.039289662281072
2131500,-51432.79587677464,309.19602223056415,31.81417505922456,1.0407386777423135
2131600,-51321.07322271323,303.5810145814238,31.81417505922456,1.0407386777423135
2131700,-51049.66276449324,295.1544837051005,31.956799426650363,1.0360938228684935
2131800,-51006.35867706712,295.5597900855987,31.740390407580286,1.0431580096977138
2131900,-51258.43908758815,294.74180516171356,31.547305973402977,1.0495426301223492
2132000,-51085.37968118389,294.240357363639,31.547305973402977,1.0495426301223492
2132100,-50916.71721963203,303.8152404757826,31.958107173774597,1.0360514252161568
2132200,-50937.69387988803,300.185816189208,32.04543130026367,1.0332281745363003
2132300,-51018.30248626755,303.95431566865005,32.06223884431636,1.0326865396197769
2132400,-51003.191431775485,297.15042356364836,31.877891869386545,1.0386584727830381
2132500,-51197.12890234686,297.84094193614084,31.947383378917667,1.0363991971389297
2132600,-51073.19155963725,298.50109251439005,31.99956690594687,1.0347090815921818
2132700,-51164.25690186746,300.47796707888466,32.02704667620508,1.0338212829720435
2132800,-51109.32700673102,289.5214286089594,32.024893887886236,1.0338907788582608
2132900,-51248.95442220444,299.62121408131304,32.024893887886236,1.0338907788582608
2133000,-51136.28793427014,297.33637389433113,32.04425820967759,1.033265999417029
2133100,-51375.35503304333,298.74696022924525,32.07837146589932,1.032167188405978
2133200,-51544.15429239706,304.70225764304286,32.07837146589932,1.032167188405978
2133300,-51116.97993994297,300.12101901163845,32.09700803258388,1.031567878569472
2133400,-50968.57553789104,294.81804107417594,32.41258012693186,1.0215244314070604
2133500,-51124.40212693666,313.5648812520489,32.41258012693186,1.0215244314070604
2133600,-50951.07692893789,314.54046260672186,32.35336416455001,1.0233941149427412
2133700,-50361.10125285573,293.82945633049485,32.291136468643124,1.0253662802098074
2133800,-50714.139077125714,306.1286897466855,32.29645864946519,1.0251973085955708
2133900,-50829.64751192451,296.1258911123279,32.35597819337408,1.0233114352691781
2134000,-51060.33489531656,301.8132273726323,32.35597819337408,1.0233114352691781
